# step
100;0.003930170052903745;0;0.008942514672775608;2.836577289714821e-06;0.0016842141460380925;1.2068099718210268;1.0995639053195212;1.2982924603506756;0.003553689089871529;0.0596128265549582;0.715;0;1;0.20377499999999982;0.45141444372106637;1.2016890834845424;1.1012099566311535;1.297265872707982;0.003141021833749627;0.056044819865440076;0.53;0;1;0.2491000000000001;0.4990991885387113
200;0.008283317720915298;0.0029698668690264396;0.014815705977669649;4.9196314540215225e-06;0.002218024223046611;1.205810193638698;1.098564180379034;1.2972926910593148;0.0035536887626890796;0.059612823810729514;0.895;0;1;0.09397500000000003;0.30655342111938666;1.2012949499866954;1.1008201203320365;1.2968711198159548;0.003141007725053751;0.0560446939955403;0.6950000000000001;0;1;0.21197500000000036;0.46040742826327247
300;0.012544399083485917;0.006882286489188905;0.020711977645367724;7.670656560165252e-06;0.002769595017356374;1.2048104491941658;1.097564488929959;1.2962929421769702;0.0035536883778762626;0.059612820583128445;0.985;0;1;0.014774999999999995;0.12155245781143216;1.2009164018137755;1.1004435678551951;1.296499348385793;0.0031409312801113625;0.05604401199157107;0.785;0;1;0.16877499999999987;0.4108223460329293
400;0.01697665108373715;0.008813927553262463;0.02748133680117045;1.1900516859189836e-05;0.003449712576315574;1.203810745186637;1.0965648262431609;1.295293229734805;0.0035536880728686262;0.0596128180248898;1;1;1;0;0;1.2005543440657944;1.1000903981493395;1.2961478690199844;0.0031407826891102428;0.05604268631240157;0.8;0;1;0.15999999999999978;0.39999999999999974
500;0.021175493585810584;0.012649764418789096;0.0321594805607207;1.402752003876168e-05;0.0037453331011756056;1.202811086941416;1.095565189262285;1.2942935562533155;0.0035536879759421234;0.05961281721192283;1;1;1;0;0;1.2002088444984969;1.0997532530001222;1.2958117580645876;0.0031406630465798824;0.05604161887900708;0.8;0;1;0.15999999999999978;0.39999999999999974
600;0.02555705769442365;0.016405889152242954;0.03985618562014687;1.595374198466861e-05;0.003994213562726536;1.2018114794488695;1.0945655863073267;1.2932939238991126;0.0035536879165135103;0.05961281671346784;1;1;1;0;0;1.1998796993723109;1.0994369688854986;1.2954896812733154;0.0031404854534389528;0.056040034381136423;0.8;0;1;0.15999999999999978;0.39999999999999974
700;0.02976040751524928;0.01934565435086271;0.04642370753537041;2.0967068406553857e-05;0.004578981153767053;1.200811931670251;1.093565995402014;1.2922943442095058;0.003553687993080214;0.05961281735566785;1;1;1;0;0;1.1995675034156421;1.099139335495817;1.2951831625872385;0.0031402801515906507;0.05603820260849424;0.8;0;1;0.15999999999999978;0.39999999999999974
800;0.0342657915630178;0.022134893590853175;0.05193948589322489;2.3905239423055264e-05;0.004889298459191795;1.1998124516784796;1.0925664585602621;1.2912948416196568;0.0035536880775689705;0.05961281806431374;1;1;1;0;0;1.1992723923657116;1.0988550887573088;1.294892374589239;0.0031400709644650105;0.05603633610850205;0.8;0;1;0.15999999999999978;0.39999999999999974
900;0.038666286539978695;0.024902048111662103;0.057390422684421974;2.979887725722681e-05;0.005458834789332501;1.1988130526741343;1.0915670371039803;1.2902954814658751;0.0035536881059855642;0.059612818302656724;1;1;1;0;0;1.1989953555967139;1.098595080309005;1.2946237181868196;0.0031398501321324305;0.056034365635138854;0.8;0;1;0.15999999999999978;0.39999999999999974
1000;0.042669012089764924;0.025652324241235546;0.06279529463218327;3.2054547063252766e-05;0.005661673521429222;1.1978137409510585;1.0905677185299973;1.2892962845771507;0.0035536880803181507;0.05961281808737237;1;1;1;0;0;1.198735736436553;1.0983608312501176;1.294373755640954;0.003139686731515858;0.056032907576850394;0.8;0;1;0.15999999999999978;0.39999999999999974
# step
0;0;0;0;0;0;1.207809779516794;1.1005636865123969;1.2992922651096017;0.0035536892910572136;0.05961282824239438;0;0;0;0;0;1.2020985695876856;1.1016187823633599;1.2976758795207437;0.0031409859001368026;0.05604449928527154;0;0;0;0;0
100;0.003930170052903745;0;0.008942514672775608;2.836577289714821e-06;0.0016842141460380925;1.2068099718210268;1.0995639053195212;1.2982924603506756;0.003553689089871529;0.0596128265549582;0.665;0;1;0.22277499999999995;0.4719904660054056;1.2016890834845424;1.1012099566311535;1.297265872707982;0.003141021833749627;0.056044819865440076;0.485;0;1;0.24977499999999994;0.49977494935220584
200;0.008278245796936;0.0019826280494145538;0.015807494893485832;5.082413824985143e-06;0.002254420951150238;1.2058101937195573;1.0985641881536345;1.2972926910593148;0.0035536887922536014;0.05961282405870067;0.88;0;1;0.10560000000000012;0.3249615361854386;1.2012949777627724;1.1008201203320365;1.2968711198159548;0.003141013742741723;0.056044747682023895;0.68;0;1;0.2175999999999997;0.46647615158762373
300;0.012429996499579668;0.006881787184335951;0.019721874598032815;7.3989875948773825e-06;0.0027201080116196455;1.2048104486679438;1.0975645068713458;1.2962929421769702;0.0035536885208388184;0.0596128217822208;0.985;0;1;0.014775000000000007;0.1215524578114322;1.2009161762253266;1.1004435303524474;1.2964993851870974;0.0031409750555313884;0.056044402535234406;0.785;0;1;0.16877499999999987;0.4108223460329293
400;0.016888093764869796;0.007809673534281871;0.02650108549277484;1.199221013493223e-05;0.0034629770624322984;1.2038107438115255;1.096564848782672;1.295293229734805;0.003553688452106625;0.059612821205732455;1;1;1;0;0;1.2005537983232464;1.1000902860751332;1.2961479054448641;0.0031408996489780063;0.0560437297918153;0.8;0;1;0.15999999999999975;0.3999999999999997
500;0.021063217002181278;0.009725190129781357;0.030271410226189215;1.4339906078865814e-05;0.0037868068446734664;1.2028110842140882;1.0955652216406602;1.2942935562533155;0.0035536886517300676;0.05961282288006556;1;1;1;0;0;1.2002078101365015;1.09975314206977;1.2958119486880515;0.003140866836287505;0.056043437049198765;0.8;0;1;0.15999999999999975;0.3999999999999997
600;0.025316742328239498;0.014600690262093327;0.035904356716815855;1.5153368652613167e-05;0.0038927328000536035;1.201811474224543;1.0945656327793796;1.2932939237789782;0.0035536888815948468;0.05961282480804652;1;1;1;0;0;1.199877900348505;1.0994350450845;1.2954898699649444;0.003140791798745962;0.05604276758642423;0.8;0;1;0.15999999999999975;0.3999999999999997
700;0.029388214911661284;0.017442417575710082;0.04251120018224898;2.0050174932187808e-05;0.004477742169016413;1.200811921693251;1.093566068456895;1.292294344090716;0.0035536893385887604;0.05961282864106316;1;1;1;0;0;1.1995644657119846;1.099133468890744;1.2951833493430154;0.0031407053518477737;0.056041996322827164;0.8;0;1;0.15999999999999975;0.3999999999999997
800;0.03385269815637913;0.021249955637577103;0.0480659088324048;2.3032883209173385e-05;0.004799258610366125;1.1998124347015802;1.0925665611697049;1.2912948415024261;0.003553689897996346;0.0596128333330697;1;1;1;0;0;1.1992677120901196;1.0988446353100267;1.2948925594058047;0.0031406460932888024;0.05604146762254538;0.8;0;1;0.15999999999999975;0.3999999999999997
900;0.03821739953476288;0.02302586419544205;0.054547574204287116;2.874714707282888e-05;0.005361636603951155;1.198813027465991;1.0915671650457357;1.290295471850432;0.003553690579304507;0.05961283904751146;1;1;1;0;0;1.1989889682286878;1.0985766057192772;1.2946239010531961;0.0031405668706831996;0.05604076079679147;0.8;0;1;0.15999999999999975;0.3999999999999997
1000;0.04229418542748592;0.025652324241235546;0.059987689577767955;3.2542175040190785e-05;0.005704574921954377;1.1978137069501744;1.090567859541635;1.2892962268699149;0.0035536914569471107;0.05961284640869878;1;1;1;0;0;1.198727688517514;1.0983342799449731;1.2943722489278566;0.0031405334858952017;0.05604046293434059;0.8;0;1;0.15999999999999975;0.3999999999999997
# step
0;0;0;0;0;0;1.207809779516794;1.1005636865123969;1.2992922651096017;0.0035536892910572136;0.05961282824239438;0;0;0;0;0;1.2020985695876856;1.1016187823633599;1.2976758795207437;0.0031409859001368026;0.05604449928527154;0;0;0;0;0
100;0.003930170052903745;0;0.008942514672775608;2.836577289714821e-06;0.0016842141460380925;1.2068099718210268;1.0995639053195212;1.2982924603506756;0.003553689089871529;0.0596128265549582;0.665;0;1;0.22277499999999995;0.4719904660054056;1.2016890834845424;1.1012099566311535;1.297265872707982;0.003141021833749627;0.056044819865440076;0.485;0;1;0.24977499999999994;0.49977494935220584
200;0.008278245796936;0.0019826280494145538;0.015807494893485832;5.082413824985143e-06;0.002254420951150238;1.2058101937195573;1.0985641881536345;1.2972926910593148;0.0035536887922536014;0.05961282405870067;0.88;0;1;0.10560000000000012;0.3249615361854386;1.2012949777627724;1.1008201203320365;1.2968711198159548;0.003141013742741723;0.056044747682023895;0.68;0;1;0.2175999999999997;0.46647615158762373
300;0.012429996499579668;0.006881787184335951;0.019721874598032815;7.3989875948773825e-06;0.0027201080116196455;1.2048104486679438;1.0975645068713458;1.2962929421769702;0.0035536885208388184;0.0596128217822208;0.985;0;1;0.014775000000000007;0.1215524578114322;1.2009161762253266;1.1004435303524474;1.2964993851870974;0.0031409750555313884;0.056044402535234406;0.785;0;1;0.16877499999999987;0.4108223460329293
400;0.016888093764869796;0.007809673534281871;0.02650108549277484;1.199221013493223e-05;0.0034629770624322984;1.2038107438115255;1.096564848782672;1.295293229734805;0.003553688452106625;0.059612821205732455;1;1;1;0;0;1.2005537983232464;1.1000902860751332;1.2961479054448641;0.0031408996489780063;0.0560437297918153;0.8;0;1;0.15999999999999975;0.3999999999999997
500;0.021063217002181278;0.009725190129781357;0.030271410226189215;1.4339906078865814e-05;0.0037868068446734664;1.2028110842140882;1.0955652216406602;1.2942935562533155;0.0035536886517300676;0.05961282288006556;1;1;1;0;0;1.2002078101365015;1.09975314206977;1.2958119486880515;0.003140866836287505;0.056043437049198765;0.8;0;1;0.15999999999999975;0.3999999999999997
600;0.025316742328239498;0.014600690262093327;0.035904356716815855;1.5153368652613167e-05;0.0038927328000536035;1.201811474224543;1.0945656327793796;1.2932939237789782;0.0035536888815948468;0.05961282480804652;1;1;1;0;0;1.199877900348505;1.0994350450845;1.2954898699649444;0.003140791798745962;0.05604276758642423;0.8;0;1;0.15999999999999975;0.3999999999999997
700;0.029388214911661284;0.017442417575710082;0.04251120018224898;2.0050174932187808e-05;0.004477742169016413;1.200811921693251;1.093566068456895;1.292294344090716;0.0035536893385887604;0.05961282864106316;1;1;1;0;0;1.1995644657119846;1.099133468890744;1.2951833493430154;0.0031407053518477737;0.056041996322827164;0.8;0;1;0.15999999999999975;0.3999999999999997
800;0.03385269815637913;0.021249955637577103;0.0480659088324048;2.3032883209173385e-05;0.004799258610366125;1.1998124347015802;1.0925665611697049;1.2912948415024261;0.003553689897996346;0.0596128333330697;1;1;1;0;0;1.1992677120901196;1.0988446353100267;1.2948925594058047;0.0031406460932888024;0.05604146762254538;0.8;0;1;0.15999999999999975;0.3999999999999997
900;0.03821739953476288;0.02302586419544205;0.054547574204287116;2.874714707282888e-05;0.005361636603951155;1.198813027465991;1.0915671650457357;1.290295471850432;0.003553690579304507;0.05961283904751146;1;1;1;0;0;1.1989889682286878;1.0985766057192772;1.2946239010531961;0.0031405668706831996;0.05604076079679147;0.8;0;1;0.15999999999999975;0.3999999999999997
1000;0.04229418542748592;0.025652324241235546;0.059987689577767955;3.2542175040190785e-05;0.005704574921954377;1.1978137069501744;1.090567859541635;1.2892962268699149;0.0035536914569471107;0.05961284640869878;1;1;1;0;0;1.198727688517514;1.0983342799449731;1.2943722489278566;0.0031405334858952017;0.05604046293434059;0.8;0;1;0.15999999999999975;0.3999999999999997
# step
0;0;0;0;0;0;1.207809779516794;1.1005636865123969;1.2992922651096017;0.0035536892910572136;0.05961282824239438;0;0;0;0;0;1.2020985695876856;1.1016187823633599;1.2976758795207437;0.0031409859001368026;0.05604449928527154;0;0;0;0;0
100;0.003930170052903745;0;0.008942514672775608;2.836577289714821e-06;0.0016842141460380925;1.2068099718210268;1.0995639053195212;1.2982924603506756;0.003553689089871529;0.0596128265549582;0.715;0;1;0.20377499999999982;0.45141444372106637;1.2016890834845424;1.1012099566311535;1.297265872707982;0.003141021833749627;0.056044819865440076;0.53;0;1;0.2491000000000001;0.4990991885387113
200;0.008283317720915298;0.0029698668690264396;0.014815705977669649;4.9196314540215225e-06;0.002218024223046611;1.205810193638698;1.098564180379034;1.2972926910593148;0.0035536887626890796;0.059612823810729514;0.895;0;1;0.09397500000000003;0.30655342111938666;1.2012949499866954;1.1008201203320365;1.2968711198159548;0.003141007725053751;0.0560446939955403;0.6950000000000001;0;1;0.21197500000000036;0.46040742826327247
300;0.012544399083485917;0.006882286489188905;0.020711977645367724;7.670656560165252e-06;0.002769595017356374;1.2048104491941658;1.097564488929959;1.2962929421769702;0.0035536883778762626;0.059612820583128445;0.985;0;1;0.014774999999999995;0.12155245781143216;1.2009164018137755;1.1004435678551951;1.296499348385793;0.0031409312801113625;0.05604401199157107;0.785;0;1;0.16877499999999987;0.4108223460329293
400;0.01697665108373715;0.008813927553262463;0.02748133680117045;1.1900516859189836e-05;0.003449712576315574;1.203810745186637;1.0965648262431609;1.295293229734805;0.0035536880728686262;0.0596128180248898;1;1;1;0;0;1.2005543440657944;1.1000903981493395;1.2961478690199844;0.0031407826891102428;0.05604268631240157;0.8;0;1;0.15999999999999978;0.39999999999999974
500;0.021175493585810584;0.012649764418789096;0.0321594805607207;1.402752003876168e-05;0.0037453331011756056;1.202811086941416;1.095565189262285;1.2942935562533155;0.0035536879759421234;0.05961281721192283;1;1;1;0;0;1.2002088444984969;1.0997532530001222;1.2958117580645876;0.0031406630465798824;0.05604161887900708;0.8;0;1;0.15999999999999978;0.39999999999999974
600;0.02555705769442365;0.016405889152242954;0.03985618562014687;1.595374198466861e-05;0.003994213562726536;1.2018114794488695;1.0945655863073267;1.2932939238991126;0.0035536879165135103;0.05961281671346784;1;1;1;0;0;1.1998796993723109;1.0994369688854986;1.2954896812733154;0.0031404854534389528;0.056040034381136423;0.8;0;1;0.15999999999999978;0.39999999999999974
700;0.02976040751524928;0.01934565435086271;0.04642370753537041;2.0967068406553857e-05;0.004578981153767053;1.200811931670251;1.093565995402014;1.2922943442095058;0.003553687993080214;0.05961281735566785;1;1;1;0;0;1.1995675034156421;1.099139335495817;1.2951831625872385;0.0031402801515906507;0.05603820260849424;0.8;0;1;0.15999999999999978;0.39999999999999974
800;0.0342657915630178;0.022134893590853175;0.05193948589322489;2.3905239423055264e-05;0.004889298459191795;1.1998124516784796;1.0925664585602621;1.2912948416196568;0.0035536880775689705;0.05961281806431374;1;1;1;0;0;1.1992723923657116;1.0988550887573088;1.294892374589239;0.0031400709644650105;0.05603633610850205;0.8;0;1;0.15999999999999978;0.39999999999999974
900;0.038666286539978695;0.024902048111662103;0.057390422684421974;2.979887725722681e-05;0.005458834789332501;1.1988130526741343;1.0915670371039803;1.2902954814658751;0.0035536881059855642;0.059612818302656724;1;1;1;0;0;1.1989953555967139;1.098595080309005;1.2946237181868196;0.0031398501321324305;0.056034365635138854;0.8;0;1;0.15999999999999978;0.39999999999999974
1000;0.042669012089764924;0.025652324241235546;0.06279529463218327;3.2054547063252766e-05;0.005661673521429222;1.1978137409510585;1.0905677185299973;1.2892962845771507;0.0035536880803181507;0.05961281808737237;1;1;1;0;0;1.198735736436553;1.0983608312501176;1.294373755640954;0.003139686731515858;0.056032907576850394;0.8;0;1;0.15999999999999978;0.39999999999999974
